,customer_id,supplier_product_id,complete_description,supplier_customer_id,term,is_correct
11,d9805c75-5fee-4614-a803-a1dc7e9b01b1,63d97cd53ea6f313a41a6c35,BUSCOPAN COMPOSTO CPR REVEST X 20 - NOVO,63dc063864108c7e9fb4a468,Buscopan composto cpr,1
12,b824c8fe-0605-4063-8570-cbde03b61ae1,63d97ce7c582ac45458910ba,EPOCLER  SOL OR DISP 12 FLAC X 10 ML,63da6cf5b38daa74ef43b3ce,Epocler sol or dis 12x10,2
13,b824c8fe-0605-4063-8570-cbde03b61ae1,63d97ce7c582ac45458910ba,EPOCLER  SOL OR DISP 12 FLAC X 10 ML,63da6cf5b38daa74ef43b3ce,Epocler com 12,1
14,b824c8fe-0605-4063-8570-cbde03b61ae1,63d99a993ea6f313a41a8269,LISADOR 500 MG CAIXA DISP 25 X 8 COMP,63da6cf5b38daa74ef43b3ce,Lisador 500 mg caixa 25x4,1
15,b824c8fe-0605-4063-8570-cbde03b61ae1,6499e997cb86af531f79ab20,AAS PROTECT 100MG TAB BL3X10 - NOVO,63da6cf5b38daa74ef43b3ce,Aas protect 100 mg tab bl3x10 novo,2
16,b824c8fe-0605-4063-8570-cbde03b61ae1,63d97cf1c582ac454589127c,AD-TIL GOTAS 20ML X 1 - NOVO,63da6cf5b38daa74ef43b3ce,Ad-til gotas,1
17,b824c8fe-0605-4063-8570-cbde03b61ae1,63d99a043ea6f313a41a74aa,LISADOR 500 MG CAIXA 25 X 4 COMP,63da6cf5b38daa74ef43b3ce,Lisador 25x4,1
18,b824c8fe-0605-4063-8570-cbde03b61ae1,63d99a043ea6f313a41a74aa,LISADOR 500 MG CAIXA 25 X 4 COMP,63da6cf5b38daa74ef43b3ce,Lisador 500 mg caixa 25x4,1
19,b824c8fe-0605-4063-8570-cbde03b61ae1,63d97cd1c582ac4545890da0,BENEGRIP DISPLAY 25 BL X 6 COMP REV,63da6cf5b38daa74ef43b3ce,benegrip display 25,1
20,b824c8fe-0605-4063-8570-cbde03b61ae1,63d97cf0c582ac454589123c,AAS PROTECT 100MG TAB BL3X10,63da6cf5b38daa74ef43b3ce,ass protect,1
21,351909c6-0ab9-4dc8-9205-3d46e47f9eab,63d97cee3ea6f313a41a7090,DRAMIN B6 30 CPR REVEST - NOVO,63dc07606b1b955b9a2bf916,Dramin b6 30 revest novo,2
22,351909c6-0ab9-4dc8-9205-3d46e47f9eab,63d97ceb3ea6f313a41a6fd9,EPOCLER SOL OR DISP 60 FLAC X 10 ML,63dc07606b1b955b9a2bf916,Epocler 60 flc,2
23,351909c6-0ab9-4dc8-9205-3d46e47f9eab,63d97cd53ea6f313a41a6c35,BUSCOPAN COMPOSTO CPR REVEST X 20 - NOVO,63dc07606b1b955b9a2bf916,Buscopan composto cpr revest,2
24,351909c6-0ab9-4dc8-9205-3d46e47f9eab,63d97cd53ea6f313a41a6c35,BUSCOPAN COMPOSTO CPR REVEST X 20 - NOVO,63dc07606b1b955b9a2bf916,Buscopan composto cpr revest novo,1
25,a8d84233-8b78-4870-8ca3-bedb212e8b1e,63d97ce0c582ac4545890fad,CORISTINA D PRO CP CT BL X 8,63dc0704b329fa2cae29c9ab,coristina d 8 cp,1
26,a8d84233-8b78-4870-8ca3-bedb212e8b1e,63d97cd23ea6f313a41a6bce,LACTO PURGA BL 16 COMP REV,63dc0704b329fa2cae29c9ab,Lacto purga cx 16cp,1
27,a8d84233-8b78-4870-8ca3-bedb212e8b1e,63d97cd53ea6f313a41a6c35,BUSCOPAN COMPOSTO CPR REVEST X 20 - NOVO,63dc0704b329fa2cae29c9ab,Buscopan composto cx 20cp novo,1
28,4106eae1-80d0-4425-8374-8068688dd118,63d97cd1c582ac4545890d9e,ATROVERAN DIP 1G CT BL 20 COMP,63dc06b264108c7e9fb4b924,ATROVERAN DIP 1G 20 COMP,1
29,4106eae1-80d0-4425-8374-8068688dd118,63d97ceb3ea6f313a41a6fd9,EPOCLER SOL OR DISP 60 FLAC X 10 ML,63dc06b264108c7e9fb4b924,EPOCLER 1 FLAC 10ML CX C/ 60,1
30,4106eae1-80d0-4425-8374-8068688dd118,63d97cf3c582ac45458912c0,DRAMIN B6 GOTAS 30ML X 1 - NOVO,63dc06b264108c7e9fb4b924,DRAMIN B6 GTS INF 30ML,1
31,4106eae1-80d0-4425-8374-8068688dd118,63d97cee3ea6f313a41a708e,NEBACETIN POMADA 50G - NOVO,63dc06b264108c7e9fb4b924,NEBACETIN POM 50G,1
32,4106eae1-80d0-4425-8374-8068688dd118,63d97cd1c582ac4545890d93,PREDSIM 20MG CT BL 20 COMP,63dc06b264108c7e9fb4b924,PREDSIM 20MG 20 COMP,1
33,4106eae1-80d0-4425-8374-8068688dd118,63d97ce83ea6f313a41a6f4b,APRACUR DISPLAY 25X6 COMP REV,63dc06b264108c7e9fb4b924,APRACUR ENV 6 COMP CX C/ 25,1
34,4106eae1-80d0-4425-8374-8068688dd118,63d97cee3ea6f313a41a7090,DRAMIN B6 30 CPR REVEST - NOVO,63dc06b264108c7e9fb4b924,DRAMIN B6 30 COMP,1
35,4106eae1-80d0-4425-8374-8068688dd118,63d97ccfc582ac4545890d5d,EMPROL XR 25MG COMP CT BL 3X10,63dc06b264108c7e9fb4b924,EMPROL XR 25MG 30 COMP,1
36,4106eae1-80d0-4425-8374-8068688dd118,63d97cf23ea6f313a41a713c,RINOSORO ALTO VOLUME 30 SACHES+FR 250ML,63dc06b264108c7e9fb4b924,RINOSORO 30 SACHES+APLIC,1
37,4106eae1-80d0-4425-8374-8068688dd118,63d97ce9c582ac454589110a,LACTO PURGA DISPLAY 25 BL X 6 COMP REV,63dc06b264108c7e9fb4b924,LACTO PURGA ENV 6 COMP CX C/ 25,1
38,4106eae1-80d0-4425-8374-8068688dd118,63d97ceb3ea6f313a41a6fdd,BENEGRIP 500MG COMP REV BL 2X10,63dc06b264108c7e9fb4b924,BENEGRIP 20 COMP,1
39,4106eae1-80d0-4425-8374-8068688dd118,63d97cf1c582ac454589126a,ALEKTOS PED SOL ORAL FR 120ML - NOVO,63dc06b264108c7e9fb4b924,ALEKTOS INF 120ML+COPO,1
40,4106eae1-80d0-4425-8374-8068688dd118,63d97cea3ea6f313a41a6fd3,PREDSIM 20MG BLIST. 10 COMP.,63dc06b264108c7e9fb4b924,PREDSIM 20MG 10 COMP,1
41,4106eae1-80d0-4425-8374-8068688dd118,63d97cd23ea6f313a41a6bb1,BENEGRIP MULTI SOLU OR FR 240ML,63dc06b264108c7e9fb4b924,BENEGRIP MULTI SOL 240ML,1
42,4106eae1-80d0-4425-8374-8068688dd118,63d97cebc582ac4545891178,BUSCOFEM 10 CAP GEL MOLE 400MG - NOVO,63dc06b264108c7e9fb4b924,BUSCOFEM 400MG 10 CAPS,1
43,4106eae1-80d0-4425-8374-8068688dd118,63d97ce7c582ac45458910c2,ENGOV DISPLAY 25 ENV X 6 COMP,63dc06b264108c7e9fb4b924,ENGOV ENV 6 COMP CX C/ 25,1
44,4106eae1-80d0-4425-8374-8068688dd118,63d97ce9c582ac454589111c,DIPROSONE LOC 30 ML,63dc06b264108c7e9fb4b924,DIPROSONE LOCAO 30ML,1
45,4106eae1-80d0-4425-8374-8068688dd118,63d97ce6c582ac454589108e,MACRODANTINA 100 MG C/ 28 CAPS,63dc06b264108c7e9fb4b924,MACRODANTINA 100MG 28 CAPS,1
46,4106eae1-80d0-4425-8374-8068688dd118,63d97ce83ea6f313a41a6f4d,PREDSIM SOLUÇÃO FR. 100ML,63dc06b264108c7e9fb4b924,PREDSIM SOL 100ML,1
47,4106eae1-80d0-4425-8374-8068688dd118,63d97cf13ea6f313a41a7108,NEBACETIN POMADA 15G X 1 - NOVO,63dc06b264108c7e9fb4b924,NEBACETIN POM 15G,1
48,b82c5603-7740-4fd3-9098-4a50cf3a06b6,63d97ce7c582ac45458910d0,DIPROSPAN INJETÁVEL 1ML,63dc06a7b329fa2cae29b97d,Diprospan injetavel,1
49,b82c5603-7740-4fd3-9098-4a50cf3a06b6,63d97ceb3ea6f313a41a6fd9,EPOCLER SOL OR DISP 60 FLAC X 10 ML,63dc06a7b329fa2cae29b97d,Epocler display,1
50,b82c5603-7740-4fd3-9098-4a50cf3a06b6,63d97cf23ea6f313a41a7138,NEOSALDINA DRAG X 200 (50X4),63dc06a7b329fa2cae29b97d,Neosaldina 50x4,1
51,b82c5603-7740-4fd3-9098-4a50cf3a06b6,63d97cee3ea6f313a41a7084,DORIL ENXAQUECA CT BL 8 CPRV,63dc06a7b329fa2cae29b97d,Doril enxaqueca,1
52,b82c5603-7740-4fd3-9098-4a50cf3a06b6,63d97cebc582ac4545891178,BUSCOFEM 10 CAP GEL MOLE 400MG - NOVO,63dc06a7b329fa2cae29b97d,Buscofem x10,1
53,b82c5603-7740-4fd3-9098-4a50cf3a06b6,63d97cdcc582ac4545890f2b,NENE-DENT GEL 10G X 1 - NOVO,63dc06a7b329fa2cae29b97d,Nene dent gel,1
54,b82c5603-7740-4fd3-9098-4a50cf3a06b6,63d97cf3c582ac45458912d7,CORISTINA D PRO CP BL X 200 (50X4),63dc06a7b329fa2cae29b97d,Coristina d pro 50x4,1
55,b82c5603-7740-4fd3-9098-4a50cf3a06b6,63d97cd53ea6f313a41a6c35,BUSCOPAN COMPOSTO CPR REVEST X 20 - NOVO,63dc06a7b329fa2cae29b97d,Buscopan composto comprimidos,1
56,b82c5603-7740-4fd3-9098-4a50cf3a06b6,63d97cd53ea6f313a41a6c35,BUSCOPAN COMPOSTO CPR REVEST X 20 - NOVO,63dc06a7b329fa2cae29b97d,Buscopan composto cpr,1
57,b82c5603-7740-4fd3-9098-4a50cf3a06b6,63d97ce1c582ac4545890fd5,EPAREMA DRAG X 10,63dc06a7b329fa2cae29b97d,Eparema drag X 10,1
58,b82c5603-7740-4fd3-9098-4a50cf3a06b6,63d97cf3c582ac45458912e5,BUSCOPAN GOTAS 10MG/ML 20ML X 1,63dc06a7b329fa2cae29b97d,Buscopan gotas,1
59,b82c5603-7740-4fd3-9098-4a50cf3a06b6,63d97cd63ea6f313a41a6c5e,BUSCOPAN COMPOSTO 10MG+250MG 20 CPR REV,63dc06a7b329fa2cae29b97d,Buscopan composto cpr,1
60,b82c5603-7740-4fd3-9098-4a50cf3a06b6,63d97cd63ea6f313a41a6c5e,BUSCOPAN COMPOSTO 10MG+250MG 20 CPR REV,63dc06a7b329fa2cae29b97d,Buscopan composto comprimidos,1
61,844d115d-d917-47b3-ab16-32eaa75e0cd4,63d97ce9c582ac454589110a,LACTO PURGA DISPLAY 25 BL X 6 COMP REV,63dc05ca6fe5ef46bf6befc3,Lacto purga display,1
62,7b5978c2-fdde-40cf-a086-b3513c6b7dcd,63d97ceb3ea6f313a41a6fe3,BENEGRIP MULTI DIA DISPLAY 25X4,63da68438508216b18ed0e69,"Benegrip, 25.6, revestido novo",1
63,7b5978c2-fdde-40cf-a086-b3513c6b7dcd,64a70f44f614083d6b72fe03,CORISTINA D CONGEST XPE CT FR X 120ML,63da68438508216b18ed0e69,"10.120ml, Coristina, líquida, 120ml",1
64,7b5978c2-fdde-40cf-a086-b3513c6b7dcd,63d97ce83ea6f313a41a6f5b,ENGOV AFTER CITRUS FR 250ML,63da68438508216b18ed0e69,Engov after,1
65,d734fdd5-cb55-4d2c-9633-8ecea8f80af1,63d97cf3c582ac45458912d7,CORISTINA D PRO CP BL X 200 (50X4),63dc070f64108c7e9fb4cade,Coristina D 30×4,1
66,d734fdd5-cb55-4d2c-9633-8ecea8f80af1,63d97cf3c582ac45458912c0,DRAMIN B6 GOTAS 30ML X 1 - NOVO,63dc070f64108c7e9fb4cade,Dramin b6 gotas,1
67,d734fdd5-cb55-4d2c-9633-8ecea8f80af1,63d97cd1c582ac4545890d82,MIOFLEX A C/ 12 COMP,63dc070f64108c7e9fb4cade,Mioflex ac /12 comp,1
68,d734fdd5-cb55-4d2c-9633-8ecea8f80af1,63d97cf1c582ac4545891280,BENETOSSE HEDERA 15MG/ML XPE FR X100ML,63dc070f64108c7e9fb4cade,Benetosse hedeta 15mg/ ml Xpe,1
69,d734fdd5-cb55-4d2c-9633-8ecea8f80af1,63d97cf43ea6f313a41a7199,TAMARINE FIBRAS KIDS FR 12X240ML,63dc070f64108c7e9fb4cade,Tamarine fibras Kids fr 12x240ml,1
70,d734fdd5-cb55-4d2c-9633-8ecea8f80af1,63d97ce93ea6f313a41a6f89,GASTROL PASTILHA 20,63dc070f64108c7e9fb4cade,Gatrol pastilha,1
71,b7893844-6d49-4168-8363-b020022dabe8,63d97ce0c582ac4545890fbf,NEOSALDINA DRAG X 200 (50X4) - NOVO,63dc062f6b1b955b9a2bc0eb,Neosaldina x200 novo,1
72,b7893844-6d49-4168-8363-b020022dabe8,63d97ceb3ea6f313a41a6fe1,DORIL DISPLAY 25 BL X 6 COMP,63dc062f6b1b955b9a2bc0eb,doril display,1
73,b7893844-6d49-4168-8363-b020022dabe8,63d97cee3ea6f313a41a7090,DRAMIN B6 30 CPR REVEST - NOVO,63dc062f6b1b955b9a2bc0eb,dramin B6 comprimido novo,1
74,b7893844-6d49-4168-8363-b020022dabe8,63d97cf3c582ac45458912d7,CORISTINA D PRO CP BL X 200 (50X4),63dc062f6b1b955b9a2bc0eb,Coristina x200,1
75,b7893844-6d49-4168-8363-b020022dabe8,63d97ce8c582ac45458910ec,DORIL ENXAQUECA BL 25X4,63dc062f6b1b955b9a2bc0eb,doril enxaqueca,1
76,b7893844-6d49-4168-8363-b020022dabe8,63d97cd53ea6f313a41a6c35,BUSCOPAN COMPOSTO CPR REVEST X 20 - NOVO,63dc062f6b1b955b9a2bc0eb,Buscopan composto x20 novo,1
77,b7893844-6d49-4168-8363-b020022dabe8,65ba4212e32bf660d39824c6,CORISTINA D CONGEST BLX120 CPRV LIB PROL,63dc062f6b1b955b9a2bc0eb,coristina d congest blx120,1
78,b7893844-6d49-4168-8363-b020022dabe8,63d97ce9c582ac454589110a,LACTO PURGA DISPLAY 25 BL X 6 COMP REV,63dc062f6b1b955b9a2bc0eb,lacto purga display,1
79,b7893844-6d49-4168-8363-b020022dabe8,63d97cee3ea6f313a41a7090,DRAMIN B6 30 CPR REVEST - NOVO,63dc062f6b1b955b9a2bc0eb,Dramin b6 cp novo,1
80,b7893844-6d49-4168-8363-b020022dabe8,63d97cee3ea6f313a41a7090,DRAMIN B6 30 CPR REVEST - NOVO,63dc062f6b1b955b9a2bc0eb,Dramin b6 comprimidos novo,1
81,b7893844-6d49-4168-8363-b020022dabe8,63d97cd1c582ac4545890da0,BENEGRIP DISPLAY 25 BL X 6 COMP REV,63dc062f6b1b955b9a2bc0eb,benegrip display,1
82,b7893844-6d49-4168-8363-b020022dabe8,63d97cdac582ac4545890ec7,MARACUGINA PI CT FR 150ML+COP (MARACUJA) - NOVO,63dc062f6b1b955b9a2bc0eb,maracugina liq,1
83,b7893844-6d49-4168-8363-b020022dabe8,63d97ce23ea6f313a41a6e6b,ENGOV ENV 4X6 COMP,63dc062f6b1b955b9a2bc0eb,engov,1
84,b7893844-6d49-4168-8363-b020022dabe8,63d97cd2c582ac4545890db3,EPOCLER LIQ FLAC 6X10ML,63dc062f6b1b955b9a2bc0eb,epocler,1
85,b7893844-6d49-4168-8363-b020022dabe8,63d97ceb3ea6f313a41a6fd9,EPOCLER SOL OR DISP 60 FLAC X 10 ML,63dc062f6b1b955b9a2bc0eb,epocler 60 flac,1
86,b7893844-6d49-4168-8363-b020022dabe8,63d97cdac582ac4545890ec7,MARACUGINA PI CT FR 150ML+COP (MARACUJA) - NOVO,63dc062f6b1b955b9a2bc0eb,Maracugina pi ct 150ml novo,1
87,b7893844-6d49-4168-8363-b020022dabe8,63d97cf3c582ac45458912c0,DRAMIN B6 GOTAS 30ML X 1 - NOVO,63dc062f6b1b955b9a2bc0eb,Dramin b6 gotas novo,1
88,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97cd8c582ac4545890e85,MERTHIOLATE LIQ SPR PET AMBAR 30ML,65bae5e2d31f1f79fa9a04f2,Mertiolate spray,1
89,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97ce8c582ac45458910f2,MERTHIOLATE SOL TOP CT FR 30 ML,65bae5e2d31f1f79fa9a04f2,Mertiolate Solução,1
90,5c9d8df2-4430-41d5-8351-c797e3888e96,63d99a55c582ac4545891e04,CALMINEX ICE AEROSSOL,65bae5e2d31f1f79fa9a04f2,calminex spray,3
91,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97cd8c582ac4545890e92,SCAFLAM GEL GEL. 3% 30G x 1,65bae5e2d31f1f79fa9a04f2,3,1
92,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97cebc582ac4545891178,BUSCOFEM 10 CAP GEL MOLE 400MG - NOVO,65bae5e2d31f1f79fa9a04f2,buscofen 10 comprimidos,3
93,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97ce9c582ac454589110a,LACTO PURGA DISPLAY 25 BL X 6 COMP REV,65bae5e2d31f1f79fa9a04f2,lacto purga cartelado,1
94,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97ce83ea6f313a41a6f4b,APRACUR DISPLAY 25X6 COMP REV,65bae5e2d31f1f79fa9a04f2,apracur,2
95,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97cd2c582ac4545890dc0,MERTHIOLATE SOL TOP SPRAY CT FR 45 ML,65bae5e2d31f1f79fa9a04f2,merthiolate spray,3
96,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97ce0c582ac4545890fb7,HIDANTAL 100MG TAB BL25 M35 BR,65bae5e2d31f1f79fa9a04f2,hidantal,3
97,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97ceb3ea6f313a41a6fd7,POLARAMINE GOTAS 20ML,65bae5e2d31f1f79fa9a04f2,polaramine gotas,3
98,5c9d8df2-4430-41d5-8351-c797e3888e96,6581962275a8777d16911b4d,CORISTINA D CONGEST CT BL X 12,65bae5e2d31f1f79fa9a04f2,corintiana D congest,3
99,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97ce03ea6f313a41a6e0b,AAS 100MG TAB BL2X15,65bae5e2d31f1f79fa9a04f2,aas infantil 30 comprimidos,3
100,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97cdc3ea6f313a41a6d66,ESCABIN PRO EMULSAO 4% 100ML X 1,65bae5e2d31f1f79fa9a04f2,escabin pro,3
101,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97cd53ea6f313a41a6c35,BUSCOPAN COMPOSTO CPR REVEST X 20 - NOVO,65bae5e2d31f1f79fa9a04f2,buscopan composto 20 comprimidos,2
102,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97cd1c582ac4545890da0,BENEGRIP DISPLAY 25 BL X 6 COMP REV,65bae5e2d31f1f79fa9a04f2,benegripe cartelado com 6,3
103,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97ceb3ea6f313a41a6fd9,EPOCLER SOL OR DISP 60 FLAC X 10 ML,65bae5e2d31f1f79fa9a04f2,epocler flavonetes 60,3
104,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97ce03ea6f313a41a6e11,PEPSAMAR 230MG TAB ST50X4 (20BL/10CPR),65bae5e2d31f1f79fa9a04f2,Pepsamar 230 mg 20bl,1
105,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97ce0c582ac4545890fad,CORISTINA D PRO CP CT BL X 8,65bae5e2d31f1f79fa9a04f2,corintiana D cartelado 4,2
106,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97cee3ea6f313a41a7090,DRAMIN B6 30 CPR REVEST - NOVO,65bae5e2d31f1f79fa9a04f2,Dramin B6 comprimido,1
107,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97cd23ea6f313a41a6bbb,GELOL AEROSOL TUBO 60 ML,65bae5e2d31f1f79fa9a04f2,gelol spray,2
108,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97cf33ea6f313a41a716d,EPAREMA FLACONETES 10ML X 4 - NOVO,65bae5e2d31f1f79fa9a04f2,eparama cartelado com 4,1
109,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97cf13ea6f313a41a70f8,BUSCOPAN COMPOSTO DISP 120CPRV (30X4),65bae5e2d31f1f79fa9a04f2,buscopan composto,1
110,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97ce83ea6f313a41a6f4b,APRACUR DISPLAY 25X6 COMP REV,65bae5e2d31f1f79fa9a04f2,apracur cartelado,1
111,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97cf33ea6f313a41a716d,EPAREMA FLACONETES 10ML X 4 - NOVO,65bae5e2d31f1f79fa9a04f2,eparama com 4,1
112,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97cd23ea6f313a41a6bce,LACTO PURGA BL 16 COMP REV,65bae5e2d31f1f79fa9a04f2,lacto purga cartelado,2
113,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97ce23ea6f313a41a6e6b,ENGOV ENV 4X6 COMP,65bae5e2d31f1f79fa9a04f2,Engov cx com 24,1
114,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97cf4c582ac4545891307,PEPSAMAR 230MG TAB 5BL C/ 10CPR,65bae5e2d31f1f79fa9a04f2,pepsamar com 5 cartelas,3
115,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97ce83ea6f313a41a6f5d,GELOL POMADA DERM CT BG X 20 G,65bae5e2d31f1f79fa9a04f2,gelol pomada,2
116,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97cdfc582ac4545890f94,DRAMIN CAPSGEL 25MG X 10 - NOVO,65bae5e2d31f1f79fa9a04f2,Dramin 25mg,1
117,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97ce0c582ac4545890fb7,HIDANTAL 100MG TAB BL25 M35 BR,65bae5e2d31f1f79fa9a04f2,Hidantal,1
118,5c9d8df2-4430-41d5-8351-c797e3888e96,63d97cf33ea6f313a41a7162,DRAMIN CAPSGEL 50MG X 10 - NOVO,65bae5e2d31f1f79fa9a04f2,Dramin 50mg,1
119,78217186-1ddb-49b4-b048-908833ab59b9,63d97cd53ea6f313a41a6c35,BUSCOPAN COMPOSTO CPR REVEST X 20 - NOVO,63dc067f6fe5ef46bf6c0b24,Buscopan composto 20cpr novo,1
120,78217186-1ddb-49b4-b048-908833ab59b9,63d97cf3c582ac45458912c6,NEOSALDINA DIP 1G CPR X 20,63dc067f6fe5ef46bf6c0b24,Neosaldina 20cpr novo,1
121,5c3b41dc-f759-4dd3-a1d0-994486cf94c7,63d97ce8c582ac45458910ec,DORIL ENXAQUECA BL 25X4,63da5261c582ac45458a204c,Doril enxaqueca marca 1 hospitalar,2
122,5c3b41dc-f759-4dd3-a1d0-994486cf94c7,63d97ce23ea6f313a41a6e4b,QUADRIDERM CREME 20G,63da5261c582ac45458a204c,Quadriderm creme,1
123,5c3b41dc-f759-4dd3-a1d0-994486cf94c7,63d97ce6c582ac454589108e,MACRODANTINA 100 MG C/ 28 CAPS,63da5261c582ac45458a204c,macrodantina com 28,1
124,32b45cac-8161-4ab9-ba14-5af05fcac68f,63d97cd53ea6f313a41a6c35,BUSCOPAN COMPOSTO CPR REVEST X 20 - NOVO,63dc067db329fa2cae29b274,buscopan composto x 20 novo,1
125,32b45cac-8161-4ab9-ba14-5af05fcac68f,63d97ce0c582ac4545890fbf,NEOSALDINA DRAG X 200 (50X4) - NOVO,63dc067db329fa2cae29b274,Neosaldina x200,1
126,32b45cac-8161-4ab9-ba14-5af05fcac68f,63d97cee3ea6f313a41a7090,DRAMIN B6 30 CPR REVEST - NOVO,63dc067db329fa2cae29b274,dramin b6 c/ 30,1
127,32b45cac-8161-4ab9-ba14-5af05fcac68f,65ba4212e32bf660d39824c6,CORISTINA D CONGEST BLX120 CPRV LIB PROL,63dc067db329fa2cae29b274,coristina d congest,1
128,32b45cac-8161-4ab9-ba14-5af05fcac68f,63d97cd23ea6f313a41a6bc3,ESTOMAZIL ABACAXI PO EF ENV 12X50,63dc067db329fa2cae29b274,Estomazil abacaxi display,1
129,32b45cac-8161-4ab9-ba14-5af05fcac68f,63d97ce7c582ac45458910c2,ENGOV DISPLAY 25 ENV X 6 COMP,63dc067db329fa2cae29b274,Engov display,1
130,bf321781-1ce3-40c0-aad8-0d8842a60ff0,641c831dd8a1a85b7aaa5cec,BUSCOPAN PED 10MG/ML SOL ORAL FR 20ML,63dc0740748506797a3b7fbd,Buscopan pediátrico,1
131,bf321781-1ce3-40c0-aad8-0d8842a60ff0,63d97ce83ea6f313a41a6f5d,GELOL POMADA DERM CT BG X 20 G,63dc0740748506797a3b7fbd,Gelol pomada,1
132,bf321781-1ce3-40c0-aad8-0d8842a60ff0,63d97cd53ea6f313a41a6c35,BUSCOPAN COMPOSTO CPR REVEST X 20 - NOVO,63dc0740748506797a3b7fbd,Buscopan composto,1
133,bf321781-1ce3-40c0-aad8-0d8842a60ff0,63d97cf03ea6f313a41a70d4,BUSCOPAN DRAG 10MG X 20 - NOVO,63dc0740748506797a3b7fbd,Buscopan 10mg,1
134,bf321781-1ce3-40c0-aad8-0d8842a60ff0,63d97cd23ea6f313a41a6baf,BENEGRIP 500MG CT 12 COMP REV,63dc0740748506797a3b7fbd,Benegrip 12 comp,1
135,588ae5bc-9de0-4ab6-ba17-aa3ec12c2836,63d97cebc582ac4545891178,BUSCOFEM 10 CAP GEL MOLE 400MG - NOVO,63da661d34da7f3ed8a78b4b,Buscofem 10 cap gel mole 400mg novo,1
